url,title,brand_name,product_type,volume_weight,short_description,old_price,current_price
https://www.guardian.com.vn/sua-rua-mat-than-hoat-tinh-deve-130g.html,Sữa Rửa Mặt Làm Sạch Sâu Chứa Than Hoạt Tính Deve Men Sumi Facial Wash 130G,DEVE,Sữa rửa mặt,130G,"Sữa Rửa Mặt Làm Sạch Sâu Chứa Than Hoạt Tính Deve Men Sumi Facial Wash 130G Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:DEVE SKU 3025172  57,000  - Giá ưu đãi Hội Cam  -35 % Tham gia Hội Cam ngay 62,000₫ 88,000₫ -30 % So sánh Phân loại: Than Hoạt Tí...",88,62
https://www.guardian.com.vn/gel-tay-da-chet-tra-xanh-benew-green-tea-whitening-natural-herb-peeling-gel-120ml.html,Gel Tẩy Da Chết Trà Xanh Green Tea Whitening Natural Herb Peeling Gel Benew 120Ml,BENEW,Tẩy tế bào chết,120Ml,"Gel Tẩy Da Chết Trà Xanh Green Tea Whitening Natural Herb Peeling Gel Benew 120Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BENEW SKU 3015597 114,000₫ So sánh Phân loại: Trà Xanh Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 2...",114,114
https://www.guardian.com.vn/serum-chong-nang-duong-the-sang-da-biore-uv-anti-pollution-body-care-serum-intensive-aura-spf50-pa-150ml.html,Serum Chống Nắng Dưỡng Thể Hỗ Trợ Sáng Da Biore Uv Anti-Pollution Body Care Serum Intensive Aura Spf50+ Pa+++ 150Ml,BIORE,Kem chống nắng,150Ml,"Serum Chống Nắng Dưỡng Thể Hỗ Trợ Sáng Da Biore Uv Anti-Pollution Body Care Serum Intensive Aura Spf50+ Pa+++ 150Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BIORE SKU 3017179 213,000₫ So sánh Phân loại: Sáng Da Mịn Màng Tặng 3 Gel Chống Nắng Bior...",213,213
https://www.guardian.com.vn/mat-na-duong-trang-beta-arbutin-foodaholic-23ml.html,Mặt Nạ Giúp Dưỡng Sáng Beta Arbutin Foodaholic 23Ml,FOODAHOLIC,Mặt nạ,23Ml,"Mặt Nạ Giúp Dưỡng Sáng Beta Arbutin Foodaholic 23Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:FOODAHOLIC SKU 3025140  11,000  - Giá ưu đãi Hội Cam  -42 % Tham gia Hội Cam ngay 19,000₫ So sánh Phân loại: Arbutin Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He X...",19,19
https://www.guardian.com.vn/sua-rua-mat-dang-hat-deve-130g.html,Sữa Rửa Mặt Dạng Hạt Tẩy Da Chết Cho Nam Kumano Deve Men Scrub Facial Wash 130G,DEVE,Sữa rửa mặt,130G,"Sữa Rửa Mặt Dạng Hạt Tẩy Da Chết Cho Nam Kumano Deve Men Scrub Facial Wash 130G Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:DEVE SKU 3025173  57,000  - Giá ưu đãi Hội Cam  -35 % Tham gia Hội Cam ngay 62,000₫ 88,000₫ -30 % So sánh Hóa Đơn Từ 1.999k T...",88,62
https://www.guardian.com.vn/mat-na-benew-honey-mat-ong-giup-phuc-hoi-da-22ml.html,Mặt Nạ Honey Mật Ong Giúp Phục Hồi Da Benew 22Ml,BENEW,Mặt nạ,22Ml,"Mặt Nạ Honey Mật Ong Giúp Phục Hồi Da Benew 22Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BENEW SKU 3019305 15,000₫ So sánh Phân loại: Mật Ong Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 - 28 thg 10, 2025 [Hà...",15,15
https://www.guardian.com.vn/kem-duong-b-o-m-8-chiet-xuat-loai-tra-cap-am-da-50g-eight-tea-water-capsule-cream.html,Kem Dưỡng Eight Tea Water Capsule Cream Cấp Nước Từ 8 Loại Trà Bom 50Gr,BOM,Kem dưỡng,50G,"Kem Dưỡng Eight Tea Water Capsule Cream Cấp Nước Từ 8 Loại Trà Bom 50Gr Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BOM SKU 3023534 359,000₫ 479,000₫ -25 % So sánh Tặng 1 BOM BỘ SẢN PHẨM DƯỠNG SÁNG DA, NGĂN NGỪA LÃO HÓA ( SACHET - 5PCS) | 24.9 - 28....",479,359
https://www.guardian.com.vn/tay-te-bao-chet-lam-trang-da-benew-hanbang-peeling-gel-180ml.html,Tẩy Tế Bào Chết Làm Giúp Hỗ Trợ Sáng Da Hanbang Peeling Gel Benew 180Ml,BENEW,Tẩy tế bào chết,180Ml,"Tẩy Tế Bào Chết Làm Giúp Hỗ Trợ Sáng Da Hanbang Peeling Gel Benew 180Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BENEW SKU 3015255 159,000₫ So sánh Phân loại: Sáng Da Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 20...",159,159
https://www.guardian.com.vn/mat-na-ariul-7-days-chanh-vitamin-c-23ml.html,Mặt Nạ 7 Days Chanh + Vitamin C Ariul 23Ml,ARIUL,Mặt nạ,23Ml,"Mặt Nạ 7 Days Chanh + Vitamin C Ariul 23Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:ARIUL SKU 3024069 28,000₫ So sánh Phân loại: Chanh Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 - 28 thg 10, 2025 [Hàng Tặng ...",28,28
https://www.guardian.com.vn/mat-na-san-chac-da-mat-baby-bright-5hya-peptide-firming-eye-mask.html,Mặt Nạ Săn Chắc Da Mắt 5Hya Và Peptide Firming Eye Mask Baby Bright,BABY BRIGHT,Mặt nạ,—,"Mặt Nạ Săn Chắc Da Mắt 5Hya Và Peptide Firming Eye Mask Baby Bright Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BABY BRIGHT SKU 3023670 20,000₫ 25,000₫ -20 % So sánh Phân loại: Peptide Săn Chắc Da Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 -...",25,20
https://www.guardian.com.vn/mat-na-mat-than-hoat-tinh-purederm-12g.html,Mặt Nạ Mắt Than Hoạt Tính Purederm 12Gr,PUREDERM,Mặt nạ,12G,"Mặt Nạ Mắt Than Hoạt Tính Purederm 12Gr Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:PUREDERM SKU 3018340 25,000₫ 30,000₫ -17 % So sánh Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 - 28 thg 10, 2025 [Hàng Tặng Khô...",30,25
https://www.guardian.com.vn/tinh-chat-bb-chong-nang-trang-diem-d-program-allerdefense-bb-l-tong-sang-spf50-pa-30ml.html,Tinh Chất Bb Chống Nắng Trang Điểm D Program Allerdefense Bb L Tông Sáng Spf50+ Pa+++ 30Ml,D-PROGRAM,Kem chống nắng,30Ml,"Tinh Chất Bb Chống Nắng Trang Điểm D Program Allerdefense Bb L Tông Sáng Spf50+ Pa+++ 30Ml Xếp hạng: 100 % of 100 	1  Đánh giá Thương hiệu:D-PROGRAM SKU 3025124 464,000₫ 580,000₫ -20 % So sánh Mua Hóa Đơn Sản Phẩm D-Program Từ 499k Tặng 1 Túi Chần Bô...",580,464
https://www.guardian.com.vn/mat-na-giay-ho-tro-duong-am-duong-sang-da-nature-republic-real-nature-tomato-mask-sheet-chiet-xuat-tu-ca-chua-23ml.html,"Mặt Nạ Giấy Hỗ Trợ Dưỡng Ẩm, Dưỡng Sáng Da Nature Republic Real Nature Tomato Mask Sheet Chiết Xuất Từ Cà Chua 23Ml",NATURE REPUBLIC,Mặt nạ,23Ml,"Mặt Nạ Giấy Hỗ Trợ Dưỡng Ẩm, Dưỡng Sáng Da Nature Republic Real Nature Tomato Mask Sheet Chiết Xuất Từ Cà Chua 23Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:NATURE REPUBLIC SKU 3025234  20,000  - Giá ưu đãi Hội Cam  -31 % Tham gia Hội Cam ngay 23...",29,23
https://www.guardian.com.vn/sua-chong-nang-duong-da-trang-min-sunplay-skin-aqua-clear-white-spf50-pa-25gr.html,Sữa Chống Nắng Dưỡng Da Trắng Mịn Sunplay Skin Aqua Clear White Spf50 Pa+++ 25Gr,SUNPLAY,Kem chống nắng,25G,"Sữa Chống Nắng Dưỡng Da Trắng Mịn Sunplay Skin Aqua Clear White Spf50 Pa+++ 25Gr Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:SUNPLAY SKU 3001795 109,000₫ 128,000₫ -15 % So sánh Phân loại: 25g Tặng 1 TÚI XÁCH THỜI TRANG SKIN AQUA TONE UP UV | 24.9 - ...",128,109
https://www.guardian.com.vn/nuoc-duong-ngan-ngua-dau-hieu-lao-hoa-chiet-xuat-vang-sinh-hoc-24k-bio-gold-bio-essence-150ml.html,Nước Dưỡng Ngăn Ngừa Dấu Hiệu Lão Hóa Chiết Xuất Vàng Sinh Học 24K Bio Gold Bio Essence 150Ml,BIO ESSENCE,Serum/Tinh chất,150Ml,"Nước Dưỡng Ngăn Ngừa Dấu Hiệu Lão Hóa Chiết Xuất Vàng Sinh Học 24K Bio Gold Bio Essence 150Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BIO ESSENCE SKU 3016853 486,000₫ So sánh Tặng 1 XỊT KHOÁNG CHO DA NHẠY CẢM BIO ESSENCE 30ML | 24.9 - 28.10 Áp d...",486,486
https://www.guardian.com.vn/dung-dich-hada-labo-perfect-white-tranexamic-acid-lotion-duong-sang-da-giam-tham-sam-170ml.html,"Dung Dịch Hada Labo Perfect White Tranexamic Acid Lotion Dưỡng Hỗ Trợ Sáng Da, Giảm Thâm Sạm 170Ml",HADALABO,Nước hoa hồng/Toner,170Ml,"Dung Dịch Hada Labo Perfect White Tranexamic Acid Lotion Dưỡng Hỗ Trợ Sáng Da, Giảm Thâm Sạm 170Ml Xếp hạng: 90 % of 100 	1  Đánh giá Thương hiệu:HADALABO SKU 3027779 265,000₫ So sánh Phân loại: Perfect White Lotion Mua Hóa Đơn Sản Phẩm HADA LABO Từ ...",265,265
https://www.guardian.com.vn/sua-rua-mat-giup-cap-am-va-lam-min-da-l-oreal-revitalift-hyaluronic-acid-hydrating-gel-cleanser-100-ml.html,Sữa Rửa Mặt Giúp Cấp Ẩm Và Làm Mịn Da L'Oréal Revitalift Hyaluronic Acid Hydrating Gel Cleanser 100 Ml,L'ORÉAL,Sữa rửa mặt,100 Ml,"Sữa Rửa Mặt Giúp Cấp Ẩm Và Làm Mịn Da L'Oréal Revitalift Hyaluronic Acid Hydrating Gel Cleanser 100 Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:L'ORÉAL SKU 3024699 159,000₫ So sánh Phân loại: Dưỡng Ẩm Tặng 1 Nước Tẩy Trang Giúp Căng Mịn Da Loreal...",159,159
https://www.guardian.com.vn/guardian-b-tay-trang-vuong-hop-100sx4-16.html,Bông Tẩy Trang Vuông Hộp Guardian 4 Gói X 100 Miếng,GUARDIAN,Tẩy trang,4 G,"Bông Tẩy Trang Vuông Hộp Guardian 4 Gói X 100 Miếng Xếp hạng: 100 % of 100 	5  Đánh giá Thương hiệu:GUARDIAN SKU 3024551 85,000 So sánh Phân loại: Hộp 100 miếng x 4 Hóa Đơn Sản Phẩm Cosmetic Từ 199k Tặng 1 Nước Tẩy Trang Sen Hậu Giang Cocoon Dành C...",85,85
https://www.guardian.com.vn/nuoc-tay-trang-bioderma-sensibio-h2o-danh-cho-da-nhay-cam-100ml.html,Nước Tẩy Trang H2O Dành Cho Da Nhạy Cảm Sensibio Bioderma 100Ml,BIODERMA,Tẩy trang,100Ml,"Nước Tẩy Trang H2O Dành Cho Da Nhạy Cảm Sensibio Bioderma 100Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BIODERMA SKU 3017866  153,000  - Giá ưu đãi Hội Cam  -35 % Tham gia Hội Cam ngay 200,000₫ 235,000₫ -15 % So sánh Phân loại: 100ml Hóa Đơn Từ ...",235,200
https://www.guardian.com.vn/nuoc-tay-trang-sang-da-nivea-extra-bright-make-up-clear-micellar-water-chai-125ml.html,Nước Tẩy Trang Tinh Chất Ngọc Trai Hỗ Trợ Sáng Da Nivea 125Ml,NIVEA,Tẩy trang,125Ml,"Nước Tẩy Trang Tinh Chất Ngọc Trai Hỗ Trợ Sáng Da Nivea 125Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:NIVEA SKU 3016794 72,000₫ So sánh Phân loại: Da Thường Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 - 28 t...",72,72
https://www.guardian.com.vn/catalog/product/view/id/18176/s/sua-chong-nang-diu-nhe-danh-cho-da-nhay-cam-tre-em-anessa-perfect-uv-sunscreen-mild-milk-spf50-pa-60ml/category/29/,Sữa Chống Nắng Dịu Nhẹ Dành Cho Da Nhạy Cảm & Trẻ Em Anessa Perfect Uv Sunscreen Mild Milk Spf50+ Pa++++ 60Ml,ANESSA,Kem chống nắng,60Ml,"Sữa Chống Nắng Dịu Nhẹ Dành Cho Da Nhạy Cảm & Trẻ Em Anessa Perfect Uv Sunscreen Mild Milk Spf50+ Pa++++ 60Ml Xếp hạng: 99 % of 100 	8  Đánh giá Thương hiệu:ANESSA SKU 3017363 491,000₫ 702,000₫ -30 % So sánh Mua Hóa Đơn Sản Phẩm Anessa Từ 4...",702,491
https://www.guardian.com.vn/sua-rua-mat-eucerin-ph5-cho-da-nhay-cam-400ml.html,Sữa Rửa Mặt Không Gây Kích Ứng Cho Da Nhạy Cảm Eucerin Ph5 Facial Cleanser 400Ml,EUCERIN,Sữa rửa mặt,400Ml,"Sữa Rửa Mặt Không Gây Kích Ứng Cho Da Nhạy Cảm Eucerin Ph5 Facial Cleanser 400Ml Xếp hạng: 95 % of 100 	4  Đánh giá Thương hiệu:EUCERIN SKU 3023553 333,000₫ So sánh Phân loại: 400ml Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng...",333,333
https://www.guardian.com.vn/tinh-chat-skin1004-cap-am-lam-diu-duong-sang-da-50ml-madagascar-centella-hyalu-cica-blue-serum.html,Tinh Chất Cấp Ẩm - Làm Dịu & Dưỡng Hỗ Trợ Sáng Da Madagascar Centella Hyalu-Cica Blue Serum Skin1004 50Ml,SKIN1004,Serum/Tinh chất,50Ml,"Tinh Chất Cấp Ẩm - Làm Dịu & Dưỡng Hỗ Trợ Sáng Da Madagascar Centella Hyalu-Cica Blue Serum Skin1004 50Ml Xếp hạng: 75 % of 100 	2  Đánh giá Thương hiệu:SKIN1004 SKU 3023961  363,000  - Giá ưu đãi Hội Cam  -30 % Tham gia Hội Cam ngay 363,000₫ 516,0...",516,363
https://www.guardian.com.vn/mat-na-giup-nang-co-va-san-chac-da-bnbg-vita-genic-lifting-30ml.html,Mặt Nạ Săn Chắc Vitamin A BNBG Vita Lifting Jelly Mask 30ml,BNBG,Mặt nạ,30ml,"Mặt Nạ Săn Chắc Vitamin A BNBG Vita Lifting Jelly Mask 30ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BNBG SKU 3018712  18,000  - Giá ưu đãi Hội Cam  -38 % Tham gia Hội Cam ngay 29,000₫ So sánh Phân loại: Săn Chắc Da Hóa Đơn Từ 1.999k Tặng 1 Túi T...",29,29
https://www.guardian.com.vn/serum-vi-duong-tai-tao-da-olay-regenerist-chai-50ml.html,"Serum Olay Regenerist Dưỡng Da Căng Mướt, Sáng Khỏe & Phục Hồi Dấu Hiệu Lão Hóa 50Ml",OLAY,Serum/Tinh chất,50Ml,"Serum Olay Regenerist Dưỡng Da Căng Mướt, Sáng Khỏe & Phục Hồi Dấu Hiệu Lão Hóa 50Ml Xếp hạng: 100 % of 100 	3  Đánh giá Thương hiệu:OLAY SKU 3018207 377,000₫ 540,000₫ -30 % So sánh Phân loại: Tái Tạo Da Tặng 1 Túi Chần Bông Đựng Mỹ Phẩm Olay Màu Đ...",540,377
https://www.guardian.com.vn/nuoc-tay-trang-sach-sau-duong-am-smooth-pure-micellar-water-100-ml.html,Nước Tẩy Trang Smooth & Pure Micellar Water Sạch Sâu Dưỡng Ẩm Ariul 100Ml,ARIUL,Tẩy trang,100Ml,"Nước Tẩy Trang Smooth & Pure Micellar Water Sạch Sâu Dưỡng Ẩm Ariul 100Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:ARIUL SKU 3023872 89,000₫ So sánh Phân loại: Tẩy Trang 100ml Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 ...",89,89
https://www.guardian.com.vn/guardian-bong-tay-trang-s-mem-200sx3-30.html,Bông Tẩy Trang Siêu Mềm Guardian 3 Gói X 200 Miếng,GUARDIAN,Tẩy trang,3 G,"Bông Tẩy Trang Siêu Mềm Guardian 3 Gói X 200 Miếng Xếp hạng: 100 % of 100 	6  Đánh giá Thương hiệu:GUARDIAN SKU 3024540 129,000₫ So sánh Phân loại: Gói 200 miếng x 3 Hóa Đơn Sản Phẩm Cosmetic Từ 199k Tặng 1 Nước Tẩy Trang Sen Hậu Giang Cocoon Dành ...",129,129
https://www.guardian.com.vn/mat-na-dat-set-duong-da-himalaya-herbals-purifying-neem-pack-100ml.html,Mặt Nạ Đất Sét Dưỡng Da Herbals Purifying Neem Pack Himalaya 100Ml,HIMALAYA,Mặt nạ,100Ml,"Mặt Nạ Đất Sét Dưỡng Da Herbals Purifying Neem Pack Himalaya 100Ml Xếp hạng: 100 % of 100 	1  Đánh giá Thương hiệu:HIMALAYA SKU 3016851 103,000₫ 129,000₫ -20 % So sánh Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 ...",129,103
https://www.guardian.com.vn/sua-rua-mat-diu-nhe-cho-da-nhay-cam-simple-kind-to-skin-refreshing-facial-wash-150ml.html,Sữa Rửa Mặt Simple 150Ml,SIMPLE,Sữa rửa mặt,150Ml,"Sữa Rửa Mặt Simple 150Ml Xếp hạng: 98 % of 100 	4  Đánh giá Thương hiệu:SIMPLE SKU 3019365 95,000₫ 138,000₫ -31 % So sánh Phân loại: Dạng Gel Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 - 28 thg 10, 2025 [Hàng ...",138,95
https://www.guardian.com.vn/mat-na-tre-hoa-xoa-nep-nhan-peptide-foodaholic-23ml.html,"Mặt Nạ Giúp Hỗ Trợ Tái Tạo Da, Giúp Làm Chậm Quá Trình Lão Hoá Peptide Foodaholic 23Ml",FOODAHOLIC,Mặt nạ,23Ml,"Mặt Nạ Giúp Hỗ Trợ Tái Tạo Da, Giúp Làm Chậm Quá Trình Lão Hoá Peptide Foodaholic 23Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:FOODAHOLIC SKU 3025138  11,000  - Giá ưu đãi Hội Cam  -42 % Tham gia Hội Cam ngay 19,000₫ So sánh Phân loại: Peptide H...",19,19
https://www.guardian.com.vn/serum-chong-nang-anessa-duong-da-nang-tong-sun-dual-care-spf50-pa-30ml.html,Serum Chống Nắng Anessa Dưỡng Da Nâng Tông Sun Dual Care Spf50+ Pa++++ 30Ml,ANESSA,Kem chống nắng,30Ml,"Serum Chống Nắng Anessa Dưỡng Da Nâng Tông Sun Dual Care Spf50+ Pa++++ 30Ml Xếp hạng: 100 % of 100 	2  Đánh giá Thương hiệu:ANESSA SKU 3025300 835,000₫ So sánh Mua Hóa Đơn Sản Phẩm Anessa Từ 429k Tặng 1 Gối Mặt Trời Anessa | 24.9 - 28.10 Áp dụng 24...",835,835
https://www.guardian.com.vn/tinh-chat-tang-cuong-sang-da-mo-tham-garnier-light-complete-30x-vitamin-c-booster-serum-30ml.html,Tinh Chất Tăng Cường Hỗ Trợ Sáng Da Mờ Thâm Light Complete 30X Vitamin C Booster Serum Garnier 30Ml,GARNIER,Serum/Tinh chất,30Ml,"Tinh Chất Tăng Cường Hỗ Trợ Sáng Da Mờ Thâm Light Complete 30X Vitamin C Booster Serum Garnier 30Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:GARNIER SKU 3024391 278,000₫ 309,000₫ -10 % So sánh Phân loại: Sáng Da Tặng 1 Nước Tẩy Trang Garnier Byph...",309,278
https://www.guardian.com.vn/dau-tay-trang-hada-labo-advanced-nourish-hyaluron-cleansing-oil-200ml.html,Dầu Tẩy Trang Dưỡng Ẩm Advanced Nourish Hyaluronic Acid Cleansing Oil Hada Labo 200Ml,HADALABO,Tẩy trang,200Ml,"Dầu Tẩy Trang Dưỡng Ẩm Advanced Nourish Hyaluronic Acid Cleansing Oil Hada Labo 200Ml Xếp hạng: 100 % of 100 	1  Đánh giá Thương hiệu:HADALABO SKU 3016984 223,000₫ 262,000₫ -15 % So sánh Phân loại: Dầu Tt 200ml Mua Hóa Đơn Sản Phẩm HADA LABO Từ 129k ...",262,223
https://www.guardian.com.vn/sua-serum-chong-nang-ngua-sam-nam-da-sunplay-skin-aqua-nexta-shield-serum-uv-milk-spf50-pa-50gr.html,"Sữa Serum Chống Nắng Ngừa Sạm, Nám Da Sunplay Skin Aqua Nexta Shield Serum Uv Milk Spf50+ Pa++++ 50Gr",SUNPLAY,Kem chống nắng,50G,"Sữa Serum Chống Nắng Ngừa Sạm, Nám Da Sunplay Skin Aqua Nexta Shield Serum Uv Milk Spf50+ Pa++++ 50Gr Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:SUNPLAY SKU 3027759 344,000₫ So sánh Phân loại: Sữa Chống Nắng Tặng 1 TÚI XÁCH THỜI TRANG SKIN AQUA TON...",344,344
https://www.guardian.com.vn/nuoc-tay-trang-lam-sach-sau-khong-gay-kho-da-danh-cho-da-dau-mun-svr-sebiaclear-eau-micellaire-400ml.html,Nước Tẩy Trang Làm Sạch Sâu Không Gây Khô Da Dành Cho Da Dầu Mụn SVR Sebiaclear Eau Micellaire 400ml,SVR,Tẩy trang,400ml,"Nước Tẩy Trang Làm Sạch Sâu Không Gây Khô Da Dành Cho Da Dầu Mụn SVR Sebiaclear Eau Micellaire 400ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:SVR SKU 3019608 466,000₫ So sánh Hóa Đơn SVR Từ 299k Tặng 1 SVR GEL RỬA MẶT KHÔNG XÀ PHÒNG DÀNH CHO DA D...",466,466
https://www.guardian.com.vn/nuoc-can-bang-8-loai-tra-ph6-5-b-o-m-eight-tea-toner-nhe-diu.html,Nước Cân Bằng 8 Loại Trà Eight Tea Toner Nhẹ Dịu Cho Mọi Loại Da Bom 150Ml,BOM,Nước hoa hồng/Toner,150Ml,"Nước Cân Bằng 8 Loại Trà Eight Tea Toner Nhẹ Dịu Cho Mọi Loại Da Bom 150Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BOM SKU 3019903 440,000₫ So sánh Tặng 1 BOM BỘ SẢN PHẨM DƯỠNG SÁNG DA, NGĂN NGỪA LÃO HÓA ( SACHET - 5PCS) | 24.9 - 28.10 Áp dụng 2...",440,440
https://www.guardian.com.vn/sua-rua-mat-tao-bot-diu-nhe-cho-da-pro-acne-solution-mun-eucerin-50gr.html,Sữa Rửa Mặt Eucerin Dạng Bọt Sạch Sâu Cho Da Nhờn Pro Acne 50G,EUCERIN,Sữa rửa mặt,50G,"Sữa Rửa Mặt Eucerin Dạng Bọt Sạch Sâu Cho Da Nhờn Pro Acne 50G Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:EUCERIN SKU 3025073 157,000₫ So sánh Phân loại: 50g Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 thg 9, 2025 - 28 thg...",157,157
https://www.guardian.com.vn/mat-na-bnbg-vita-tea-tree-healing-face-mask-pack-tram-tra-thai-doc-da-giam-mun-30ml.html,Mặt Nạ Tràm Trà Hỗ Trợ Thải Độc Da Giảm Mụn Vita Tea Tree Healing Face Mask Pack Bnbg 30Ml,BNBG,Mặt nạ,30Ml,"Mặt Nạ Tràm Trà Hỗ Trợ Thải Độc Da Giảm Mụn Vita Tea Tree Healing Face Mask Pack Bnbg 30Ml Xếp hạng: 80 % of 100 	1  Đánh giá Thương hiệu:BNBG SKU 3023928  30,000  - Giá ưu đãi Hội Cam  -21 % Tham gia Hội Cam ngay 38,000₫ So sánh Hóa Đơn Từ 1.999k Tặ...",38,38
https://www.guardian.com.vn/sua-chong-nang-nang-tong-skin-aqua-tone-up-uv-milk-happiness-aura-50gr.html,Sữa Chống Nắng Nâng Tông Skin Aqua Tone Up Uv Milk Happiness Aura 50Gr,SUNPLAY,Kem chống nắng,50G,"Sữa Chống Nắng Nâng Tông Skin Aqua Tone Up Uv Milk Happiness Aura 50Gr Xếp hạng: 100 % of 100 	1  Đánh giá Thương hiệu:SUNPLAY SKU 3024064 172,000₫ 196,000₫ -12 % So sánh Phân loại: Rose Tặng 1 TÚI XÁCH THỜI TRANG SKIN AQUA TONE UP UV | 24.9 - 28.10 ...",196,172
https://www.guardian.com.vn/kem-duong-trang-da-ban-dem-senka-white-beauty-glow-gel-cream-50g.html,Kem Dưỡng Trắng Da Ban Đêm Senka White Beauty Glow Gel Cream 50Gr,SENKA,Kem dưỡng,50G,"Kem Dưỡng Trắng Da Ban Đêm Senka White Beauty Glow Gel Cream 50Gr Xếp hạng: 100 % of 100 	1  Đánh giá Thương hiệu:SENKA SKU 3019863 265,000₫ So sánh Phân loại: Kem Đêm Hóa Đơn SENKA Từ 159K Tặng 1 TRAVEL KIT BAG | 24.9 - 28.10 Áp dụng 24 thg 9, 2025 ...",265,265
https://www.guardian.com.vn/kem-chong-nang-danh-cho-da-mun-some-by-mi-truecica-mineral-calming-tone-up-suncream-spf50-pa-50ml.html,Kem Chống Nắng Dành Cho Da Mụn Some By Mi Truecica Mineral Calming Tone-Up Suncream Spf50+ Pa++++ 50Ml,SOME BY MI,Kem chống nắng,50Ml,"Kem Chống Nắng Dành Cho Da Mụn Some By Mi Truecica Mineral Calming Tone-Up Suncream Spf50+ Pa++++ 50Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:SOME BY MI SKU 3024649  299,000  - Giá ưu đãi Hội Cam  -30 % Tham gia Hội Cam ngay 340,000₫ 425,000₫ -...",425,340
https://www.guardian.com.vn/nuoc-tay-trang-bioderma-sebium-h2o-danh-cho-da-hon-hop-da-dau-va-da-mun-100ml.html,"Nước Tẩy Trang Dành Cho Da Hỗn Hợp, Da Dầu & Da Mụn Sébium H2O Bioderma 100Ml",BIODERMA,Tẩy trang,100Ml,"Nước Tẩy Trang Dành Cho Da Hỗn Hợp, Da Dầu & Da Mụn Sébium H2O Bioderma 100Ml Xếp hạng: 0 % of 100 	0 Đánh giá Thương hiệu:BIODERMA SKU 3017862 235,000₫ So sánh Phân loại: 100ml Hóa Đơn Từ 1.999k Tặng 1 Túi Tò He Xinh Xắn | 24.9 - 28.10 Áp dụng 29 th...",235,235
